country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Italy,ITA,2021-01-23 00:00:00,1396128,1316970,79158,38115,33686,2.31,2.18,0.13,557,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-24 00:00:00,1429621,1319954,109667,33493,33349,2.36,2.18,0.18,552,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-25 00:00:00,1497598,1324424,173174,67977,37147,2.48,2.19,0.29,614,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-26 00:00:00,1576750,1328541,248209,79152,43943,2.61,2.2,0.41,727,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-27 00:00:00,1646513,1334365,312148,69763,49735,2.72,2.21,0.52,823,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-28 00:00:00,1738684,1338605,400079,92171,58016,2.88,2.21,0.66,960,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-29 00:00:00,1834066,1342875,491191,95382,68008,3.03,2.22,0.81,1125,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-30 00:00:00,1920878,1346594,574284,86812,74964,3.18,2.23,0.95,1240,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-01-31 00:00:00,1979122,1349012,630110,58244,78500,3.27,2.23,1.04,1298,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-01 00:00:00,2060450,1353179,707271,81328,80407,3.41,2.24,1.17,1330,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-02 00:00:00,2143038,1358842,784196,82588,80898,3.54,2.25,1.3,1338,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Italy,ITA,2021-02-03 00:00:00,2233982,1366745,867237,90944,83924,3.69,2.26,1.43,1388,Moderna, Pfizer/BioNTech,Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Lithuania,LTU,2021-01-17 00:00:00,51936,50848,1088,1130,4063,1.91,1.87,0.04,1492,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-18 00:00:00,56434,53675,2759,4498,4390,2.07,1.97,0.1,1613,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-19 00:00:00,62701,56035,6666,6267,4988,2.3,2.06,0.24,1832,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-20 00:00:00,66169,57671,8498,3468,4612,2.43,2.12,0.31,1694,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-21 00:00:00,67668,58536,9132,1499,3597,2.49,2.15,0.34,1321,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-22 00:00:00,68017,58815,9202,349,2614,2.5,2.16,0.34,960,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-23 00:00:00,68025,58823,9202,8,2460,2.5,2.16,0.34,904,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-26 00:00:00,71153,61325,9828,3091,1207,2.61,2.25,0.36,443,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-27 00:00:00,78034,65157,12877,6881,1695,2.87,2.39,0.47,623,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-28 00:00:00,85076,68533,16543,7042,2487,3.13,2.52,0.61,914,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-29 00:00:00,93057,71483,21574,7981,3577,3.42,2.63,0.79,1314,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-30 00:00:00,93661,71676,21985,604,3662,3.44,2.63,0.81,1345,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-01-31 00:00:00,93669,71684,21985,8,3661,3.44,2.63,0.81,1345,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-02-01 00:00:00,96534,72728,23806,2865,4067,3.55,2.67,0.87,1494,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-02-02 00:00:00,100263,74313,25950,3729,4159,3.68,2.73,0.95,1528,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2021-02-03 00:00:00,106045,75804,30241,5782,4002,3.9,2.78,1.11,1470,Moderna, Pfizer/BioNTech,Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,2021-01-26 00:00:00,9525,8280,1245,971,604,1.52,1.32,0.2,965,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2021-01-27 00:00:00,10449,9107,1342,924,608,1.67,1.45,0.21,971,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2021-01-28 00:00:00,11373,9890,1483,924,639,1.82,1.58,0.24,1021,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2021-02-01 00:00:00,13241,11336,1905,813,670,2.12,1.81,0.3,1070,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2021-02-02 00:00:00,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Malta,MLT,2021-01-24 00:00:00,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-25 00:00:00,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-26 00:00:00,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-27 00:00:00,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-28 00:00:00,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-29 00:00:00,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-01-30 00:00:00,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-02-02 00:00:00,29002,24526,4476,1243,947,6.57,5.55,1.01,2145,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2021-02-03 00:00:00,30252,25361,4891,1250,963,6.85,5.74,1.11,2181,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,2021-01-15 00:00:00,417375,415417,1958,87392,49987,0.32,0.32,0,388,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-16 00:00:00,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-17 00:00:00,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-18 00:00:00,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-19 00:00:00,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-20 00:00:00,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-21 00:00:00,552335,534317,18018,51305,31765,0.43,0.41,0.01,246,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-22 00:00:00,614808,594725,20083,62473,28205,0.48,0.46,0.02,219,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-23 00:00:00,618768,596296,22472,3960,22217,0.48,0.46,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-24 00:00:00,629626,604441,25185,10858,22498,0.49,0.47,0.02,174,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-25 00:00:00,645105,616390,28715,15479,21797,0.5,0.48,0.02,169,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-26 00:00:00,652319,621005,31314,7214,22028,0.51,0.48,0.02,171,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-27 00:00:00,656044,624730,31314,3725,22145,0.51,0.48,0.02,172,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-28 00:00:00,657842,626528,31314,1798,15072,0.51,0.49,0.02,117,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-29 00:00:00,662217,630820,31397,4375,6773,0.51,0.49,0.02,53,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-30 00:00:00,670307,631298,39009,8090,7363,0.52,0.49,0.03,57,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-01-31 00:00:00,673327,631485,41842,3020,6243,0.52,0.49,0.03,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-02-01 00:00:00,675202,614689,43455,1875,4300,0.52,0.48,0.03,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-02-02 00:00:00,677539,614733,45748,2337,3603,0.53,0.48,0.04,28,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,2021-02-03 00:00:00,686601,615381,54162,9062,4365,0.53,0.48,0.04,34,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Norway,NOR,2021-01-17 00:00:00,51254,51249,5,349,4033,0.95,0.95,0,744,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-18 00:00:00,52796,52508,288,1542,4205,0.97,0.97,0.01,776,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-19 00:00:00,58086,57031,1055,5290,4348,1.07,1.05,0.02,802,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-20 00:00:00,68701,66956,1745,10615,4481,1.27,1.24,0.03,827,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-21 00:00:00,77099,75187,1912,8398,4485,1.42,1.39,0.04,827,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-22 00:00:00,80338,78419,1919,3239,4309,1.48,1.45,0.04,795,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-23 00:00:00,80691,78772,1919,353,4255,1.49,1.45,0.04,785,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-24 00:00:00,80756,78837,1919,65,4215,1.49,1.45,0.04,777,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-25 00:00:00,81330,79411,1919,574,4076,1.5,1.46,0.04,752,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-26 00:00:00,85416,81446,3970,4086,3904,1.58,1.5,0.07,720,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-27 00:00:00,103670,92337,11333,18254,4996,1.91,1.7,0.21,922,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-28 00:00:00,120465,102819,17646,16795,6195,2.22,1.9,0.33,1143,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-29 00:00:00,125903,106269,19634,5438,6509,2.32,1.96,0.36,1201,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-30 00:00:00,126178,106380,19798,275,6498,2.33,1.96,0.37,1199,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-01-31 00:00:00,126307,106460,19847,129,6507,2.33,1.96,0.37,1200,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-02-01 00:00:00,126714,106570,20144,407,6483,2.34,1.97,0.37,1196,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,2021-02-02 00:00:00,134974,112080,22894,8260,7080,2.49,2.07,0.42,1306,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Oman,OMN,2021-01-17 00:00:00,25446,24773,673,673,1363,0.5,0.49,0.01,267,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-18 00:00:00,26758,24773,1985,1312,1210,0.52,0.49,0.04,237,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-19 00:00:00,28049,24773,3276,1291,1057,0.55,0.49,0.06,207,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-20 00:00:00,29548,24773,4775,1499,971,0.58,0.49,0.09,190,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-24 00:00:00,32765,24773,7992,2090,1046,0.64,0.49,0.16,205,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-25 00:00:00,34606,24773,9833,1841,1121,0.68,0.49,0.19,220,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-26 00:00:00,36206,24773,11433,1600,1165,0.71,0.49,0.22,228,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Oman,OMN,2021-01-27 00:00:00,37045,24773,12272,839,1071,0.73,0.49,0.24,210,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
Poland,POL,2021-01-17 00:00:00,469466,468795,671,12163,38059,1.24,1.24,0,1006,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-18 00:00:00,495164,491696,3468,25698,33904,1.31,1.3,0.01,896,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-19 00:00:00,541229,530055,11174,46065,33087,1.43,1.4,0.03,874,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-20 00:00:00,591785,566793,24992,50556,31796,1.56,1.5,0.07,840,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-21 00:00:00,644999,605313,39686,53214,33503,1.7,1.6,0.1,885,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-22 00:00:00,684277,638798,45479,39278,35331,1.81,1.69,0.12,934,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-23 00:00:00,701164,654184,46980,16887,34837,1.85,1.73,0.12,920,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-24 00:00:00,707474,659753,47721,6310,34001,1.87,1.74,0.13,898,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-25 00:00:00,776987,701222,75765,69513,40260,2.05,1.85,0.2,1064,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-26 00:00:00,905457,782413,123044,128470,52033,2.39,2.07,0.33,1375,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-27 00:00:00,1008253,858474,149779,102796,59495,2.66,2.27,0.4,1572,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-28 00:00:00,1097036,917908,179128,88783,64577,2.9,2.43,0.47,1706,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-29 00:00:00,1141081,945600,195481,44045,65258,3.02,2.5,0.52,1724,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-30 00:00:00,1156931,958453,198478,15850,65110,3.06,2.53,0.52,1720,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-01-31 00:00:00,1176904,976367,200537,19973,67061,3.11,2.58,0.53,1772,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-01 00:00:00,1231716,998587,233129,54812,64961,3.25,2.64,0.62,1716,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Poland,POL,2021-02-02 00:00:00,1342435,1053245,289190,110719,62425,3.55,2.78,0.76,1649,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,2021-01-31 00:00:00,336771,268386,68385,6538,13398,3.3,2.63,0.67,1314,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Portugal,PRT,2021-02-01 00:00:00,338566,269814,68755,1795,12189,3.32,2.65,0.67,1195,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
Romania,ROU,2021-01-17 00:00:00,205060,204185,875,8970,13824,1.07,1.06,0,719,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-03-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,2021-01-18 00:00:00,235239,233288,1951,30179,15721,1.22,1.21,0.01,817,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-03-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,2021-01-19 00:00:00,270046,267424,2622,34807,18514,1.4,1.39,0.01,962,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-03-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
Romania,ROU,2021-01-20 00:00:00,308384,302570,5814,38338,22017,1.6,1.57,0.03,1144,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/actualizare-zilnica-03-02-evidenta-persoanelor-vaccinate-impotriva-covid-19/
